"","inflation_2019","player_name","salary","TEAM","AGE","HEIGHT","WEIGHT","COLLEGE","COUNTRY","DRAFT.YEAR","DRAFT.ROUND","DRAFT.NUMBER","NETRTG","player_id","Pos","G","GS","MP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","eFG.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PS.G","Tax"
"163",2.5,"Cory Joseph",7945000,"IND","27","6'3""","193","Texas","Canada","2011","1","29","7.2","player_2019","PG",27,0,26.1,3.1,6.8,0.464,0.9,2.2,0.407,2.3,4.6,0.492,0.53,0.3,0.5,0.5,0.4,3.1,3.5,3.8,1.3,0.3,1.3,1.6,7.4,"3.30%"
"164",2.5,"JaMychal Green",7866667,"MEM","28","6'9""","227","Alabama","USA","Undrafted","Undrafted","Undrafted","-4.1","player_2019","PF",14,2,23.2,4.4,9,0.492,0.9,2.4,0.382,3.5,6.6,0.533,0.544,1.6,1.9,0.815,2.4,4.6,7,0.6,1.1,0.6,1.8,2.7,11.4,"0%"
"165",2.5,"Karl-Anthony Towns",7839435,"MIN","23","7'0""","248","Kentucky","USA","2015","1","1","-0.1","player_2019","C",27,27,33.6,7.7,15.6,0.495,1.9,4.6,0.403,5.9,11,0.534,0.555,4.2,4.9,0.857,3.3,8.6,11.9,2.4,0.9,1.7,3.4,3.7,21.6,"9.85%"
"166",2.5,"Kyle Korver",7560000,"UTA","37","6'7""","212","Creighton","USA","2003","2","51","-3.2","player_2019","PF-SG",22,0,16,2.3,5.2,0.443,1.6,3.7,0.432,0.7,1.5,0.471,0.596,0.7,0.9,0.8,0.1,1.6,1.7,1,0.2,0.2,1,1.2,7,"5%"
"167",2.5,"Darrell Arthur",7464912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"player_2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168",2.5,"Lonzo Ball",7461960,"LAL","21","6'6","190","California-Los Angeles","USA","2017","1","2","0.3","player_2019","PG",27,25,28.2,3.3,8.5,0.383,1.3,4.1,0.318,2,4.4,0.442,0.459,0.5,0.9,0.565,1.1,4,5.1,4.7,1.4,0.3,2,2.3,8.3,"12.30%"
"169",2.5,"Doug McDermott",7333334,"IND","26","6'8""","225","Creighton","USA","2014","1","11","4.4","player_2019","SF",27,0,17.3,2.5,5.1,0.493,1.3,3.1,0.41,1.3,2,0.618,0.616,1,1.1,0.867,0.2,1.1,1.3,0.9,0.3,0.1,0.4,1.6,7.3,"3.30%"
"170",2.5,"Marvin Bagley",7314960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"player_2019","PF",24,0,23.7,5,9.4,0.527,0.4,1,0.36,4.6,8.4,0.547,0.546,2.6,3.9,0.66,2.5,3.7,6.2,0.9,0.5,1.1,1.8,2.1,12.9,NA
"171",2.5,"Jae Crowder",7305825,"UTA","28","6'6","235","Marquette","USA","2012","2","34","0.8","player_2019","SF",28,4,27.9,4,10,0.404,1.9,6.1,0.318,2.1,3.9,0.536,0.5,2.1,2.9,0.741,0.7,4,4.7,1.8,0.7,0.4,1,2.3,12.1,"5%"
"172",2.5,"DJ Augustin",7250000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"player_2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173",2.5,"Lance Thomas",7119650,"NYK","30","6'8""","240","Duke","USA","Undrafted","Undrafted","Undrafted","-3.1","player_2019","PF",11,5,15.2,1.3,3.7,0.341,0.5,1.5,0.294,0.8,2.2,0.375,0.402,0.9,1,0.909,0.4,1.8,2.2,0.5,0.6,0.3,0.5,2,3.9,"8.82%"
"174",2.5,"D'Angelo Russell",7019698,"BKN","22","6'5""","198","Ohio State","USA","2015","1","2","-1","player_2019","PG",28,28,29.3,7,17,0.414,2.4,6.8,0.36,4.6,10.3,0.449,0.485,1.6,2.1,0.746,0.6,3.3,3.9,5.9,1.3,0.3,2.8,1.7,18.1,"8.82%"
"175",2.5,"Langston Galloway",7e+06,"DET","27","6'2""","200","Saint Joseph's","USA","Undrafted","Undrafted","Undrafted","2.2","player_2019","SG",24,1,25.2,3.1,7.8,0.394,1.8,5.2,0.336,1.3,2.6,0.508,0.505,1,1.3,0.781,0.6,2.1,2.7,1.3,0.4,0.1,0.5,2,9,"4.25%"
"176",2.5,"Ersan Ilyasova",7e+06,"MIL","31","6'10""","235","None","Turkey","2005","2","36","7.1","player_2019","PF",22,2,20.4,2.7,5.9,0.454,0.9,2.5,0.345,1.8,3.4,0.533,0.527,1.2,1.4,0.867,1.5,4,5.5,1.2,0.5,0.3,0.9,3,7.4,"7.65%"
"177",2.5,"Davis Bertans",7e+06,"SAS","26","6'10""","225","None","Latvia","2011","2","42","8.3","player_2019","PF",24,4,17.2,2.5,5.1,0.48,1.7,3.7,0.449,0.8,1.4,0.559,0.642,0.6,0.6,0.933,0.4,2.2,2.6,0.9,0.4,0.4,0.5,1.4,7.2,"0%"
"178",2.5,"Jeremy Lamb",7e+06,"CHA","26","6'5""","185","Connecticut","USA","2012","1","12","-0.1","player_2019","SG",26,26,28,5.5,12,0.457,1.5,4,0.365,4,8,0.502,0.518,2.7,3.1,0.888,0.8,4.8,5.6,1.7,1.3,0.3,0.8,2.3,15.1,"5.75%"
"179",2.5,"Al-Farouq Aminu",6957105,"POR","28","6'9""","220","Wake Forest","USA","2010","1","8","5.4","player_2019","PF",27,27,30.1,3.2,7.1,0.446,1.4,3.9,0.352,1.8,3.3,0.557,0.541,1.6,1.9,0.827,1.4,7,8.3,0.7,1,0.4,0.9,2.3,9.3,"9.90%"
"180",2.5,"Jayson Tatum",6700800,"BOS","20","6'8""","208","Duke","USA","2017","1","3","8.7","player_2019","SF",26,26,31,6.1,13,0.469,1.9,4.5,0.419,4.2,8.5,0.495,0.541,2.5,3,0.844,1.3,5.1,6.3,1.9,1,0.5,1.5,2.3,16.6,"5.15%"
"181",2.5,"Luka Doncic",6569040,"DAL","19","6'7""","218","None","Slovenia","2018","1","3","0","player_2019","PF",24,24,32.3,6.1,14.2,0.428,2.2,6,0.371,3.9,8.3,0.47,0.506,3.4,4.3,0.794,1.1,5.6,6.7,4.3,1.1,0.3,3.5,2.1,17.8,"0%"
"182",2.5,"Nemanja Bjelica",6500000,"SAC","30","6'10""","234","None","Serbia","2010","2","35","2.3","player_2019","PF",26,26,24.2,4.1,7.7,0.535,1.4,3.1,0.463,2.7,4.6,0.583,0.628,0.9,1.2,0.774,1.4,4.4,5.8,2,1,0.6,1.5,2.6,10.6,"12.30%"
"183",2.5,"Mario Hezonja",6500000,"NYK","23","6'8""","225","None","Croatia","2015","1","5","-5.6","player_2019","SF",26,11,18.8,3,7.8,0.377,0.8,3,0.282,2.1,4.8,0.437,0.431,0.8,1.2,0.656,0.3,3.1,3.4,1.1,0.7,0.1,1.3,1.9,7.6,"8.82%"
"184",2.5,"Ben Simmons",6434520,"PHI","22","6'10""","230","Louisiana State","Australia","2016","1","1","2.7","player_2019","PG",27,27,33.2,6.2,10.8,0.577,0,0,NA,6.2,10.8,0.577,0.577,3,5.1,0.58,2,7,9,7.9,1.4,0.8,3.5,2.7,15.4,"3.07%"
"185",2.5,"Dewayne Dedmon",6300000,"ATL","29","7'0""","245","Southern California","USA","Undrafted","Undrafted","Undrafted","-8.3","player_2019","C",20,9,22.2,3,6.9,0.438,0.6,2.3,0.244,2.5,4.6,0.533,0.478,1.2,1.3,0.885,1.2,5.8,6.9,1,1.2,1.2,1.2,3.2,7.7,"6%"
"186",2.5,"Milos Teodosic",6300000,"LAC","31","6'5""","196","None","Serbia","Undrafted","Undrafted","Undrafted","6","player_2019","PG",13,0,9.8,1.2,2.5,0.5,0.8,1.7,0.455,0.5,0.8,0.6,0.656,0.3,0.5,0.571,0.2,1,1.2,2.1,0.2,0.1,1.2,1.7,3.5,"12.30%"
"187",2.5,"Wayne Ellington",6270000,"MIA","31","6'5""","200","North Carolina","USA","2009","1","28","-9.5","player_2019","SG",16,10,26.3,3.3,8.8,0.371,2.8,7.4,0.381,0.4,1.4,0.318,0.532,0.7,0.8,0.846,0.4,2.2,2.6,1.6,1.3,0.2,0.8,2,10,"0%"
"188",2.5,"Marco Belinelli",6153846,"SAS","32","6'5""","210","None","Italy","2007","1","18","3.7","player_2019","SG",27,0,21.9,3.3,8.9,0.365,1.5,4.6,0.328,1.7,4.3,0.405,0.45,1.3,1.6,0.857,0.2,1.6,1.8,1.9,0.6,0.2,0.6,1.4,9.4,"0%"
"189",2.5,"Wesley Johnson",6134000,"NOP","31","6'7""","215","Syracuse","USA","2010","1","4","-8.8","player_2019","SF",21,13,16.7,1.5,3.6,0.421,0.9,2.1,0.432,0.6,1.5,0.406,0.546,0.2,0.3,0.833,0.5,2,2.5,0.8,0.4,0.3,0.6,2,4.2,"6%"
"190",2.5,"Josh Jackson",6041520,"PHX","21","6'8""","200","Kansas","USA","2017","1","4","-8","player_2019","SG",28,9,20.8,3.4,8.6,0.39,0.6,2.3,0.27,2.8,6.4,0.433,0.425,1.4,2.1,0.667,0.5,2.9,3.4,2.2,1,0.5,2.5,2.3,8.8,"4.54%"
"191",2.5,"Montrezl Harrell",6e+06,"LAC","24","6'8""","240","Louisville","USA","2015","2","32","-0.8","player_2019","C",27,0,25.7,5.8,9.1,0.638,0,0,0,5.8,9.1,0.641,0.638,3.6,6,0.609,2.3,4.5,6.8,1.6,0.9,1.6,1.4,2.9,15.3,"12.30%"
"192",2.5,"Jonathon Simmons",6e+06,"ORL","29","6'6","195","Houston","USA","Undrafted","Undrafted","Undrafted","-6.5","player_2019","SG",25,7,21.7,2.5,7.4,0.342,0.5,2.2,0.236,2,5.2,0.388,0.378,1.7,2,0.84,0.5,1.8,2.4,2.2,0.5,0.4,1.2,1.7,7.2,"0%"
"193",2.5,"Ishmael Smith",6e+06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"player_2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194",2.5,"Jaren Jackson",5922720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"player_2019","C",26,24,25,4.9,9.7,0.51,0.8,2.5,0.323,4.1,7.2,0.575,0.552,2.4,3,0.785,1.2,3.3,4.5,1.2,1,1.8,1.6,3.8,13,NA
"195",2.5,"Brandon Ingram",5757120,"LAL","21","6'9""","190","Duke","USA","2016","1","2","3.9","player_2019","SG",20,20,30.8,5.9,12.6,0.47,0.6,1.7,0.324,5.4,10.9,0.493,0.492,2.9,4.6,0.626,0.7,3.3,4,2.2,0.7,0.7,2.3,2.8,15.2,"12.30%"
"196",2.5,"Anthony Tolliver",5750000,"MIN","33","6'8""","250","Creighton","USA","Undrafted","Undrafted","Undrafted","-8.8","player_2019","PF",17,0,16.2,1.5,3.5,0.433,1.3,3.2,0.407,0.2,0.4,0.667,0.617,0.4,0.7,0.583,0.4,2,2.4,0.7,0.4,0.5,0.6,1.7,4.8,"9.85%"
"197",2.5,"Kristaps Porzingis",5697054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"player_2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198",2.5,"Deron Williams",5474787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"player_2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199",2.5,"De'Aaron Fox",5470920,"SAC","21","6'3""","175","Kentucky","USA","2017","1","5","2.9","player_2019","PG",26,26,32.3,6.3,13.3,0.476,1.3,3.2,0.415,5,10.2,0.494,0.524,4.1,5.7,0.716,0.5,3.2,3.6,7.5,1.5,0.6,3.2,2.3,18.1,"12.30%"
"200",2.5,"Ben McLemore",5460000,"SAC","25","6'5""","201","Kansas","USA","2013","1","7","-6.1","player_2019","SG",8,0,5.1,0.6,2.4,0.263,0.6,1.8,0.357,0,0.6,0,0.395,0,0.3,0,0,0.3,0.3,0.3,0,0,0.1,0.5,1.9,"12.30%"
"201",2.5,"Alex Abrines",5455236,"OKC","25","6'6","200","None","Spain","2013","2","32","1.7","player_2019","SG",22,2,20,1.9,5.5,0.339,1.4,4.4,0.32,0.5,1.1,0.417,0.467,0.4,0.4,0.889,0.1,1.5,1.6,0.8,0.7,0.2,0.6,1.8,5.5,"5.25%"
"202",2.5,"Patrick Patterson",5451600,"OKC","29","6'9""","230","Kentucky","USA","2010","1","14","-2.2","player_2019","PF",25,3,15.8,1.5,4.4,0.333,0.8,2.8,0.3,0.6,1.6,0.39,0.428,0.5,0.8,0.619,0.8,2,2.8,0.5,0.4,0.2,0.4,1,4.3,"5.25%"
"203",2.5,"Jason Smith",5450000,"MIL","32","7'0""","240","Colorado State","USA","2007","1","20","-7.4","player_2019","C",13,1,10.4,1.2,3.1,0.375,0.3,0.8,0.364,0.8,2.2,0.379,0.425,0.8,0.9,0.833,1.1,2.1,3.2,0.9,0.1,0.4,0.6,1.6,3.4,"7.65%"
"204",2.5,"Marcus Morris",5375000,"BOS","29","6'9""","235","Kansas","USA","2011","1","14","8.9","player_2019","PF",25,8,26.7,5.2,10.5,0.49,2.2,5,0.429,3,5.5,0.547,0.593,2,2.2,0.875,0.7,5.5,6.2,1.5,0.6,0.1,1.6,2.8,14.4,"5.15%"
"205",2.5,"Trae Young",5363280,"ATL","20","6'2""","180","Oklahoma","USA","2018","1","5","-11.6","player_2019","PG",26,26,29.3,5.5,14.7,0.373,1.3,5.5,0.243,4.1,9.1,0.451,0.419,3.2,4,0.781,0.5,2.3,2.8,7.2,0.7,0.3,4,1.4,15.4,"6%"
"206",2.5,"DeMarcus Cousins",5337000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"player_2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207",2.5,"Josh Smith",5331729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"player_2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208",2.5,"Alexis Ajinca",5285394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"player_2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209",2.5,"Thabo Sefolosha",5250000,"UTA","34","6'7""","220","None","Switzerland","2006","1","13","0.4","player_2019","SF",14,0,10.6,1,1.9,0.538,0.4,1,0.357,0.6,0.9,0.75,0.635,0.4,0.7,0.6,0.1,2.4,2.5,0.6,0.7,0.1,0.6,0.9,2.8,"5%"
"210",2.5,"Aron Baynes",5193600,"BOS","32","6'10""","260","Washington State","Australia","Undrafted","Undrafted","Undrafted","10.4","player_2019","C",21,5,14.5,1.8,4.3,0.418,0.5,1.7,0.314,1.3,2.7,0.482,0.478,1.3,1.5,0.875,1.6,2.8,4.4,1.2,0.2,0.5,0.7,2.4,5.5,"5.15%"
"211",2.5,"Jaylen Brown",5169960,"BOS","22","6'7""","220","California","USA","2016","1","3","0.9","player_2019","SG",22,19,27.8,4.7,11,0.424,1.2,4,0.299,3.5,7.1,0.494,0.477,1.9,2.8,0.677,1.2,3,4.2,1.5,0.6,0.5,1.5,2.6,12.5,"5.15%"
"212",2.5,"Patrick Beverley",5027028,"LAC","30","6'1""","185","Arkansas","USA","2009","2","42","-2","player_2019","PG",27,16,24.3,2.1,6,0.35,1,3.4,0.304,1.1,2.6,0.408,0.436,1.1,1.4,0.789,0.7,3,3.7,3.6,0.7,0.3,1.2,3.4,6.4,"12.30%"
"213",2.5,"Tony Parker",5e+06,"CHA","36","6'2""","185","None","France","2001","1","28","2.1","player_2019","PG",23,0,19.6,4.1,9,0.461,0.3,1.1,0.269,3.8,7.8,0.489,0.478,1.7,2.5,0.684,0.3,1.5,1.7,4.3,0.4,0.1,1.2,0.7,10.3,"5.75%"
"214",2.5,"Dirk Nowitzki",5e+06,"DAL","40","7'0""","245","None","Germany","1998","1","9","-30.2","player_2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0%"
"215",2.5,"Mike Muscala",5e+06,"PHI","27","6'11""","240","Bucknell","USA","2013","2","44","0.5","player_2019","PF",22,2,24.1,2.4,6.1,0.396,1.6,4.6,0.353,0.8,1.5,0.531,0.53,2,2.4,0.83,1.1,3.6,4.8,1.5,0.4,0.6,1,2.7,8.5,"3.07%"
"216",2.5,"Jonathan Isaac",4969080,"ORL","21","6'10""","210","Florida State","USA","2017","1","6","-6.7","player_2019","SF",21,10,23.3,3,6.9,0.438,0.6,2.4,0.255,2.4,4.4,0.538,0.483,1.7,2.1,0.795,1.1,4,5.1,0.9,0.7,1.1,1.1,2.1,8.3,"0%"
"217",2.5,"Mo Bamba",4871280,"ORL","20","7'0""","221","Texas","USA","2018","1","6","-17","player_2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0%"
"218",2.5,"Jamal Crawford",4698113,"PHX","38","6'5""","185","Michigan","USA","2000","1","8","-13.3","player_2019","SG",24,0,16.1,2.1,5.9,0.359,1,2.9,0.333,1.2,3,0.384,0.44,1.4,1.7,0.805,0.1,0.9,1,2.6,0.4,0.1,1.3,1.2,6.6,"4.54%"
"219",2.5,"Willie Cauley-Stein",4696874,"SAC","25","7'0""","240","Kentucky","USA","2015","1","6","3.4","player_2019","C",26,26,28.3,6.2,11.6,0.538,0,0,1,6.2,11.5,0.537,0.54,1.5,3.1,0.481,2.4,6.1,8.5,2.3,1.3,0.5,1.4,3.2,14,"12.30%"
"220",2.5,"Dragan Bender",4661280,"PHX","21","7'1""","225","None","Croatia","2016","1","4","3.7","player_2019","PF",10,0,8.6,0.8,2.2,0.364,0.2,1.3,0.154,0.6,0.9,0.667,0.409,0.5,0.5,1,0.5,1,1.5,0.5,0,0,0.6,0.8,2.3,"4.54%"
"221",2.5,"Ron Baker",4544000,"WAS","25","6'4""","220","Wichita State","USA","Undrafted","Undrafted","Undrafted","-3","player_2019","SG",11,0,9.7,0.4,1.5,0.25,0.1,0.8,0.111,0.3,0.6,0.429,0.281,0.5,0.5,0.833,0.1,0.5,0.6,1.2,0.5,0,0.3,1.5,1.3,"8.95%"
"222",2.5,"Lauri Markkanen",4536120,"CHI","21","7'0""","240","Arizona","Finland","2017","1","7","-7.2","player_2019","PF",5,4,26.6,5.6,15.2,0.368,2.8,8.2,0.341,2.8,7,0.4,0.461,1.2,1.4,0.857,1,5.2,6.2,1,1.4,0.6,1.6,2.6,15.2,"3.75%"
"223",2.5,"Justin Holiday",4500000,"CHI","29","6'6","181","Washington","USA","Undrafted","Undrafted","Undrafted","-11.2","player_2019","SG",28,28,34.9,4.4,10.6,0.411,2.9,7.5,0.384,1.5,3.1,0.477,0.547,0.8,0.9,0.885,0.5,3.9,4.4,2.4,1.8,0.5,1.2,2.1,12.4,"3.75%"
"224",2.5,"Ed Davis",4449000,"BKN","29","6'10""","225","North Carolina","USA","2010","1","13","2.5","player_2019","C",28,1,17.1,2.3,3.9,0.591,0,0,NA,2.3,3.9,0.591,0.591,0.9,1.6,0.578,3.3,5.1,8.3,0.6,0.4,0.4,0.6,2.9,5.6,"8.82%"
"225",2.5,"Kyle O'Quinn",4449000,"IND","28","6'10""","250","Norfolk State","USA","2012","2","49","6.6","player_2019","C",14,0,7.4,1.3,2.8,0.462,0,0.3,0,1.3,2.5,0.514,0.462,0.4,0.4,1,0.9,1.9,2.8,1.4,0.2,0.6,0.6,1.3,3,"3.30%"
"226",2.5,"Lance Stephenson",4449000,"LAL","28","6'6","230","Cincinnati","USA","2010","2","40","-4.5","player_2019","SG",27,0,14.4,2.7,6.4,0.425,0.9,2.4,0.354,1.9,4,0.468,0.491,0.6,0.7,0.85,0.5,2.6,3.1,1.7,0.7,0.1,1.2,1.4,7,"12.30%"
"227",2.5,"Wendell Carter",4446840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"player_2019","C",28,28,25.5,4.1,8.8,0.47,0.2,0.9,0.208,4,8,0.498,0.48,2.4,2.9,0.805,2,5.1,7.1,2.1,0.6,1.5,1.6,3.4,10.8,NA
"228",2.5,"Alex Len",4350000,"ATL","25","7'1""","250","Maryland","Ukraine","2013","1","5","-5.3","player_2019","C",24,17,19.9,3.7,7.5,0.492,0.6,2,0.319,3.1,5.6,0.552,0.533,1.6,2.5,0.644,1.8,3.4,5.2,0.9,0.3,0.9,1.5,3,9.6,"6%"
"229",2.5,"Luc Mbah a Moute",4320500,"LAC","32","6'8""","230","UCLA","Cameroon","2008","2","37","7","player_2019","PF",4,0,15.3,2,4.5,0.444,0.5,1.5,0.333,1.5,3,0.5,0.5,0.5,1.3,0.4,0.5,1.3,1.8,0.5,0.3,0.3,0.5,2,5,"12.30%"
"230",2.5,"Mike Scott",4320500,"LAC","30","6'8""","237","Virginia","USA","2012","2","43","0.4","player_2019","PF",27,0,15.3,1.9,4.4,0.417,1.1,2.7,0.403,0.8,1.8,0.438,0.538,0.2,0.2,0.833,0.6,3.3,3.8,1,0.4,0.2,0.6,1.8,5,"12.30%"
"231",2.5,"Emmanuel Mudiay",4294479,"NYK","22","6'5""","200","None","Democratic Re...","2015","1","7","-5","player_2019","PG",21,14,23.5,4.4,9.8,0.449,1.1,3.1,0.348,3.3,6.6,0.496,0.505,1.9,2.5,0.755,0.5,2.2,2.8,2.9,0.8,0.5,1.9,1.7,11.8,"8.82%"
"232",2.5,"Kris Dunn",4221000,"CHI","24","6'4""","205","Providence","USA","2016","1","5","-1.1","player_2019","PG",2,1,25,3.5,9,0.389,0.5,3,0.167,3,6,0.5,0.417,1.5,1.5,1,0.5,3,3.5,6.5,0,0,3,5,9,"3.75%"
"233",2.5,"Frank Ntilikina",4155720,"NYK","20","6'6","200","None","France","2017","1","8","-9.8","player_2019","PG",25,14,22.7,2.4,6.8,0.359,0.9,3.1,0.295,1.5,3.7,0.413,0.426,0.6,0.6,0.938,0.1,1.7,1.8,2.6,0.7,0.4,1.4,2.7,6.4,"8.82%"
"234",2.5,"Glenn Robinson III",4075000,"DET","24","6'6","222","Michigan","USA","2014","2","40","-6","player_2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.25%"
"235",2.5,"Collin Sexton",4073760,"CLE","19","6'2""","190","Alabama","USA","2018","1","8","-14.6","player_2019","PG",27,17,29.9,6.2,13.8,0.449,0.9,1.9,0.451,5.3,11.9,0.449,0.48,2.4,2.7,0.878,0.6,2.5,3.1,2.6,0.4,0.1,2.3,2.5,15.6,"5.33%"
"236",2.5,"Al Jefferson",4e+06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"player_2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237",2.5,"Stanley Johnson",3940401,"DET","22","6'7""","245","Arizona","USA","2015","1","8","-2.5","player_2019","SF",21,7,23.3,3.7,9.1,0.401,1.3,4.6,0.289,2.3,4.5,0.516,0.474,1.1,1.4,0.793,0.9,3.5,4.4,1.2,1,0.2,1.5,2.1,9.8,"4.25%"
"238",2.5,"Buddy Hield",3833760,"SAC","26","6'4""","214","Oklahoma","Bahamas","2016","1","6","0.9","player_2019","SG",26,26,30.8,7.1,15,0.473,2.7,6.3,0.423,4.5,8.8,0.509,0.561,1.7,2,0.846,1.2,4.2,5.3,2.5,0.5,0.4,2.2,2.4,18.6,"12.30%"
"239",2.5,"Dennis Smith",3819960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"player_2019","PG",20,20,28.5,5.1,11.6,0.44,1.4,3.9,0.359,3.7,7.7,0.481,0.5,1.9,2.9,0.667,0.6,2.2,2.8,4.2,1.2,0.5,3.2,2.6,13.5,NA
"240",2.5,"Kevin Knox",3744840,"NYK","19","6'9""","215","Kentucky","USA","2018","1","9","-11.2","player_2019","PF",21,3,20.9,3.3,9.5,0.35,1.3,3.9,0.341,2,5.6,0.356,0.42,1.4,2.2,0.652,0.8,3,3.8,0.8,0.5,0.3,1.1,1.9,9.4,"8.82%"
"241",2.5,"Jose Juan Barea",3710850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"player_2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242",2.5,"Nenê",3651480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"player_2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243",2.5,"Thon Maker",3639636,"MIL","21","7'1""","221","None","South Sudan","2016","1","10","6","player_2019","C",18,0,12.3,1.8,4.4,0.4,0.9,2.8,0.333,0.8,1.6,0.517,0.506,0.7,1.1,0.6,0.4,2.3,2.7,0.6,0.2,0.7,0.3,1.4,5.2,"7.65%"
"244",2.5,"Zach Collins",3628920,"POR","21","7'0""","235","Gonzaga","USA","2017","1","10","-2.4","player_2019","C",27,0,19.2,2.9,5.6,0.513,0.6,1.8,0.333,2.3,3.8,0.598,0.567,1.3,1.5,0.878,1.4,2.8,4.2,0.9,0.4,0.9,1.3,2.9,7.6,"9.90%"
"245",2.5,"Frank Kaminsky",3627842,"CHA","25","7'0""","242","Wisconsin","USA","2015","1","9","0.3","player_2019","PF",15,0,12.9,2.3,4.8,0.486,0.7,2.1,0.355,1.6,2.7,0.585,0.563,1,1.3,0.75,0.7,2.2,2.9,1.1,0.3,0.2,0.9,1.5,6.4,"5.75%"
"246",2.5,"Mikal Bridges",3557400,"PHX","22","6'7""","210","Villanova","USA","2018","1","10","-4.8","player_2019","SF",28,14,23.5,2.7,6.4,0.417,1.2,3.5,0.337,1.5,2.9,0.512,0.508,0.9,1.1,0.839,0.4,1.8,2.3,1.2,1.3,0.3,0.8,2.4,7.5,"4.54%"
"247",2.5,"Michael Beasley",3500000,"LAL","29","6'9""","235","Kansas State","USA","2008","1","2","-7.1","player_2019","PF",10,0,7.1,1.9,3.7,0.514,0.1,0.4,0.25,1.8,3.3,0.545,0.527,0.5,0.6,0.833,0.3,1.1,1.4,0.3,0.2,0,0.7,1.5,4.4,"12.30%"
"248",2.5,"Jamal Murray",3499800,"DEN","21","6'4""","207","Kentucky","Canada","2016","1","7","5.5","player_2019","PG",27,26,34.4,6.6,15.8,0.418,1.4,4.7,0.305,5.1,11,0.466,0.464,2.7,3.2,0.851,0.8,3.4,4.2,4.9,1,0.4,2.3,2.1,17.4,"4.63%"
"249",2.5,"Rodney Hood",3472887,"CLE","26","6'8""","206","Duke","USA","2014","1","23","-11.1","player_2019","SG",26,26,28.2,4.5,10.5,0.427,1.2,3.2,0.369,3.3,7.3,0.453,0.484,2.2,2.4,0.905,0.3,2,2.3,2.1,0.8,0.1,1,2.6,12.4,"5.33%"
