"","name","salary","team","height(ft)","weight(lb)","school","country","draft_year","draft_round","draft_number","+/-","player_year","position","age","games","started","mins/game","field_goal","field_goal_attempt","3_game","3_att","2_game","2_att","freethrows","free_throw_attempt","o_rebound","d_rebound","t_rebound","assist","steal","block","turnover","fouls","ppg","infl","mvp","mip","6_man","dpoy","roy","nba1","nba2","nba3","rook1","rook2","def1","def2","fg_per","two_per","efg","three_per","free_per"
"7359","Mike Bibby"," 8500000","SAC","6'1""","190","Arizona","USA","1998","1","2","   9.4","2003","PG","24","55","55","  33.4","  6.0"," 12.7","  1.0","  2.5","  5.0"," 10.2","  2.9","  3.4"," 0.6","  2.1","  2.7","  5.2"," 1.3"," 0.1","  2.3","  1.7"," 15.9"," 1.6","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.472440944882","0.490196078431","0.511811023622","0.400000000000","0.85294117647"
"7360","Clifford Robinson"," 8421875","DET","6'10""","225","Connecticut","USA","1989","2","36","   3.5","2003","PF","36","81","69","  34.9","  4.6"," 11.5","  1.1","  3.2","  3.5","  8.3","  2.0","  2.9"," 1.0","  2.9","  3.9","  3.3"," 1.1"," 1.1","  2.0","  3.2"," 12.2"," 1.6","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","0.400000000000","0.421686746988","0.447826086957","0.343750000000","0.68965517241"
"7361","Dale Davis"," 8055000","POR","6'11""","252","Clemson","USA","1991","1","13","   2.7","2003","C","33","78","78","  29.3","  3.0","  5.6","  0.0","  0.0","  3.0","  5.6","  1.3","  2.1"," 3.0","  4.2","  7.2","  1.2"," 0.7"," 0.9","  0.9","  2.4","  7.4"," 1.6","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.535714285714","0.535714285714","0.535714285714","           NaN","0.61904761905"
"7362","Toni Kukoc"," 8050000","MIL","6'11""","235","None","Croatia","1990","2","29","   7.5","2003","PF","34","63"," 0","  27.0","  4.0","  9.2","  1.5","  4.2","  2.4","  5.0","  2.2","  3.1"," 1.1","  3.2","  4.2","  3.7"," 1.3"," 0.5","  1.9","  2.1"," 11.6"," 1.6","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.434782608696","0.480000000000","0.516304347826","0.357142857143","0.70967741935"
"7363","Elden Campbell"," 8050000","SEA","7'0""","279","Clemson","USA","1990","1","27","   3.9","2003","C","34","56"," 1","  15.5","  2.1","  5.3","  0.0","  0.0","  2.1","  5.3","  1.9","  2.4"," 0.8","  2.4","  3.2","  0.9"," 0.6"," 0.7","  0.9","  2.3","  6.1"," 1.6","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.396226415094","0.396226415094","0.396226415094","           NaN","0.79166666667"
"7364","John Stockton"," 7875000","UTA","6'1""","175","Gonzaga","USA","1984","1","16","   5.9","2003","PG","40","82","82","  27.7","  3.8","  7.8","  0.4","  1.0","  3.4","  6.8","  2.9","  3.5"," 0.6","  1.8","  2.5","  7.7"," 1.7"," 0.2","  2.2","  2.2"," 10.8"," 1.6","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.487179487179","0.500000000000","0.512820512821","0.400000000000","0.82857142857"
"7365","Greg Ostertag"," 7799996","UTA","7'2""","280","Kansas","USA","1995","1","28","   8.5","2003","C","29","81","74","  23.8","  2.1","  4.0","  0.0","  0.0","  2.1","  4.0","  1.2","  2.4"," 2.2","  4.0","  6.2","  0.7"," 0.2"," 1.8","  1.3","  2.9","  5.4"," 1.6","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.525000000000","0.525000000000","0.525000000000","           NaN","0.50000000000"
"7366","Jamal Mashburn"," 7750000","NOH","6'8""","247","Kentucky","USA","1993","1","4","   2.5","2003","SF","30","82","81","  40.5","  8.2"," 19.3","  1.5","  3.7","  6.7"," 15.6","  3.8","  4.5"," 0.8","  5.3","  6.1","  5.6"," 1.0"," 0.2","  2.8","  2.4"," 21.6"," 1.6","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.424870466321","0.429487179487","0.463730569948","0.405405405405","0.84444444444"
"7367","Raef LaFrentz"," 7270000","DAL","6'11""","245","Kansas","USA","1998","1","3","   8.1","2003","C","26","69","43","  23.3","  3.9","  7.4","  0.7","  1.7","  3.2","  5.8","  0.9","  1.3"," 1.8","  3.0","  4.8","  0.8"," 0.5"," 1.3","  0.7","  3.8","  9.3"," 1.6","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.527027027027","0.551724137931","0.574324324324","0.411764705882","0.69230769231"
"7368","Maurice Taylor"," 7150000","HOU","6'9""","260","Michigan","USA","1997","1","14","   0.5","2003","PF","26","67"," 9","  20.6","  3.4","  8.0","  0.0","  0.0","  3.4","  8.0","  1.5","  2.1"," 1.4","  2.1","  3.6","  1.0"," 0.3"," 0.3","  1.5","  2.3","  8.4"," 1.6","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.425000000000","0.425000000000","0.425000000000","           NaN","0.71428571429"
"7369","Derek Anderson"," 7144500","POR","6'5""","195","Kentucky","USA","1997","1","13","   4.8","2003","PG","28","76","76","  33.6","  4.7"," 10.9","  1.5","  4.4","  3.1","  6.6","  3.0","  3.5"," 0.7","  2.8","  3.5","  4.3"," 1.2"," 0.2","  1.7","  1.9"," 13.9"," 1.6","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.431192660550","0.469696969697","0.500000000000","0.340909090909","0.85714285714"
"7370","Alan Henderson"," 7091250","ATL","6'9""","240","Indiana","USA","1995","1","16","  -7.5","2003","C","30","82"," 3","  18.2","  1.9","  4.0","  0.0","  0.0","  1.9","  4.0","  1.1","  1.7"," 1.9","  3.0","  4.9","  0.5"," 0.4"," 0.4","  0.7","  2.0","  4.8"," 1.6","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.475000000000","0.475000000000","0.475000000000","           NaN","0.64705882353"
"7371","PJ Brown"," 7044800","NOH","6'11""","239","Louisiana Tech","USA","1992","2","29","   2.5","2003","PF","33","78","78","  33.4","  4.1","  7.7","  0.0","  0.0","  4.1","  7.7","  2.5","  3.0"," 3.1","  5.9","  9.0","  1.9"," 0.9"," 1.0","  1.3","  2.6"," 10.7"," 1.6","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.532467532468","0.532467532468","0.532467532468","           NaN","0.83333333333"
"7372","Wesley Person"," 7000000","MEM","6'6","200","Auburn","USA","1994","1","23","  -0.8","2003","SG","31","66","44","  29.4","  4.2","  9.1","  1.5","  3.5","  2.6","  5.6","  1.2","  1.5"," 0.4","  2.5","  2.9","  1.7"," 0.6"," 0.3","  0.8","  1.0"," 11.0"," 1.6","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.461538461538","0.464285714286","0.543956043956","0.428571428571","0.80000000000"
"7373","Austin Croshere"," 6960000","IND","6'10""","242","Providence","USA","1997","1","12","   1.8","2003","PF","27","49"," 0","  12.9","  1.8","  4.3","  0.6","  1.4","  1.2","  2.9","  1.1","  1.3"," 0.8","  2.3","  3.2","  1.1"," 0.1"," 0.3","  0.6","  1.0","  5.1"," 1.6","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.418604651163","0.413793103448","0.488372093023","0.428571428571","0.84615384615"
"7374","Jermaine O'Neal"," 6900000","IND","6'11""","242","None","USA","1996","1","17","   3.5","2003","PF","24","77","76","  37.2","  7.9"," 16.4","  0.1","  0.3","  7.8"," 16.1","  4.8","  6.6"," 2.6","  7.7"," 10.3","  2.0"," 0.9"," 2.3","  2.3","  3.6"," 20.8"," 1.6","NO","YES","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","0.481707317073","0.484472049689","0.484756097561","0.333333333333","0.72727272727"
"7375","Erick Dampier"," 6858500","GSW","6'11""","265","Mississippi State","USA","1996","1","10","  -3.8","2003","C","27","82","82","  24.1","  3.2","  6.4","  0.0","  0.0","  3.2","  6.3","  1.9","  2.7"," 3.0","  3.6","  6.6","  0.7"," 0.3"," 1.9","  1.4","  3.0","  8.2"," 1.6","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.500000000000","0.507936507937","0.500000000000","           NaN","0.70370370370"
"7376","Arvydas Sabonis"," 6850000","POR","7'3""","292","None","Lithuania","1986","1","24","   8.8","2003","C","38","78"," 1","  15.5","  2.2","  4.6","  0.0","  0.1","  2.2","  4.6","  1.7","  2.1"," 1.1","  3.2","  4.3","  1.8"," 0.8"," 0.6","  1.0","  1.8","  6.1"," 1.6","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.478260869565","0.478260869565","0.478260869565","0.000000000000","0.80952380952"
"7377","Marcus Camby"," 6750000","DEN","6'11""","225","Massachusetts","USA","1996","1","2"," -10.5","2003","C","28","29"," 9","  21.2","  3.2","  7.8","  0.1","  0.2","  3.1","  7.7","  1.1","  1.7"," 2.6","  4.6","  7.2","  1.6"," 0.7"," 1.4","  0.9","  2.4","  7.6"," 1.6","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.410256410256","0.402597402597","0.416666666667","0.500000000000","0.64705882353"
"7378","Ron Mercer"," 6750000","IND","6'7""","210","Kentucky","USA","1997","1","6","   0.9","2003","SG","26","72"," 3","  23.2","  3.4","  8.3","  0.0","  0.2","  3.3","  8.1","  0.9","  1.1"," 0.4","  1.7","  2.1","  1.6"," 0.7"," 0.2","  0.8","  1.7","  7.7"," 1.6","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.409638554217","0.407407407407","0.409638554217","0.000000000000","0.81818181818"
"7379","Kelvin Cato"," 6696000","HOU","6'11""","275","Iowa State","USA","1997","1","15","   0.2","2003","C","28","73"," 5","  17.1","  1.8","  3.5","  0.0","  0.1","  1.8","  3.5","  0.9","  1.7"," 1.8","  4.1","  5.9","  0.3"," 0.5"," 1.2","  0.8","  2.4","  4.5"," 1.6","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.514285714286","0.514285714286","0.514285714286","0.000000000000","0.52941176471"
"7380","Tyrone Hill"," 6600000","PHI","6'9""","250","Xavier","USA","1990","1","11","  -6.4","2003","PF","34","56","43","  24.1","  2.3","  5.5","  0.0","  0.0","  2.3","  5.5","  1.0","  1.4"," 2.3","  4.7","  7.0","  0.7"," 0.8"," 0.5","  1.2","  3.1","  5.6"," 1.6","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.418181818182","0.418181818182","0.418181818182","           NaN","0.71428571429"
"7381","Bo Outlaw"," 6585000","PHX","6'8""","220","Houston","USA","Undrafted","Undrafted","Undrafted","   5.3","2003","C","31","80","20","  22.5","  1.9","  3.5","  0.0","  0.0","  1.9","  3.5","  0.9","  1.5"," 1.7","  2.9","  4.6","  1.4"," 0.6"," 0.9","  1.0","  2.4","  4.7"," 1.6","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.542857142857","0.542857142857","0.542857142857","           NaN","0.60000000000"
"7382","Jerry Stackhouse"," 6375000","WAS","6'6","218","North Carolina","USA","1995","1","3","  -0.6","2003","SG","28","70","70","  39.2","  7.0"," 17.2","  1.0","  3.5","  6.0"," 13.7","  6.5","  7.4"," 0.9","  2.8","  3.7","  4.5"," 0.9"," 0.4","  2.8","  1.9"," 21.5"," 1.6","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.406976744186","0.437956204380","0.436046511628","0.285714285714","0.87837837838"
"7383","Bonzi Wells"," 6300000","POR","6'5""","210","Ball State","USA","1998","1","11","   2.8","2003","SG","26","75","65","  31.9","  5.8"," 13.2","  0.5","  1.7","  5.3"," 11.5","  3.0","  4.2"," 1.3","  3.9","  5.3","  3.3"," 1.6"," 0.2","  2.9","  2.9"," 15.2"," 1.6","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.439393939394","0.460869565217","0.458333333333","0.294117647059","0.71428571429"
"7384","Doug Christie"," 6250000","SAC","6'6","205","Pepperdine","USA","1992","1","17","   9.6","2003","SG","32","80","80","  33.9","  3.3","  7.0","  0.9","  2.3","  2.4","  4.7","  1.8","  2.2"," 0.8","  3.5","  4.3","  4.7"," 2.3"," 0.5","  1.8","  2.3","  9.4"," 1.6","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","0.471428571429","0.510638297872","0.535714285714","0.391304347826","0.81818181818"
"7385","Rashard Lewis"," 6233766","SEA","6'10""","215","None","USA","1998","2","32","  -1.5","2003","SF","23","77","77","  39.5","  6.7"," 14.9","  1.0","  2.8","  5.8"," 12.1","  3.7","  4.5"," 2.0","  4.6","  6.5","  1.7"," 1.3"," 0.5","  1.9","  2.7"," 18.1"," 1.6","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.449664429530","0.479338842975","0.483221476510","0.357142857143","0.82222222222"
"7386","Shandon Anderson"," 6100000","NYK","6'6","210","Georgia","USA","1996","2","54","  -1.3","2003","SF","29","82"," 9","  21.1","  3.0","  6.5","  0.6","  1.7","  2.4","  4.8","  1.7","  2.3"," 0.8","  2.3","  3.1","  1.1"," 0.9"," 0.2","  1.4","  2.2","  8.4"," 1.6","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.461538461538","0.500000000000","0.507692307692","0.352941176471","0.73913043478"
"7387","Michael Olowokandi"," 6061213","LAC","7'0""","270","Pacific","Nigeria","1998","1","1","  -4.6","2003","C","27","36","36","  38.0","  5.2"," 12.1","  0.0","  0.0","  5.2"," 12.1","  1.9","  2.9"," 1.6","  7.5","  9.1","  1.3"," 0.5"," 2.2","  2.7","  3.1"," 12.3"," 1.6","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.429752066116","0.429752066116","0.429752066116","           NaN","0.65517241379"
"7388","Lorenzen Wright"," 6050000","MEM","6'11""","240","Memphis","USA","1996","1","7","  -4.9","2003","C","27","70","49","  28.3","  4.6"," 10.2","  0.0","  0.1","  4.6"," 10.2","  2.1","  3.2"," 2.4","  5.1","  7.5","  1.1"," 0.7"," 0.8","  1.6","  3.0"," 11.4"," 1.6","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.450980392157","0.450980392157","0.450980392157","0.000000000000","0.65625000000"
"7389","Chris Mills"," 6000000","GSW","6'7""","220","Arizona","USA","1993","1","22","   0.6","2003","PF","33","21"," 0","  12.5","  1.9","  5.0","  0.3","  1.2","  1.5","  3.9","  0.8","  0.9"," 0.9","  1.5","  2.4","  1.0"," 0.3"," 0.1","  0.5","  1.4","  4.8"," 1.6","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.380000000000","0.384615384615","0.410000000000","0.250000000000","0.88888888889"
"7390","Steve Nash"," 5750000","DAL","6'3""","195","Santa Clara","Canada","1996","1","15","  10.0","2003","PG","28","82","82","  33.1","  6.3"," 13.6","  1.4","  3.3","  5.0"," 10.3","  3.8","  4.1"," 0.8","  2.1","  2.9","  7.3"," 1.0"," 0.1","  2.3","  1.6"," 17.7"," 1.6","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","0.463235294118","0.485436893204","0.514705882353","0.424242424242","0.92682926829"
"7391","Eddie Robinson"," 5687000","CHI","6'9""","210","Central Oklahoma","USA","Undrafted","Undrafted","Undrafted","  -3.0","2003","SF","26","64","18","  21.2","  2.4","  4.9","  0.0","  0.2","  2.4","  4.7","  0.8","  1.0"," 1.2","  1.9","  3.1","  1.0"," 1.0"," 0.2","  0.8","  1.9","  5.7"," 1.6","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.489795918367","0.510638297872","0.489795918367","0.000000000000","0.80000000000"
"7392","Bob Sura"," 5639999","GSW","6'5""","200","Florida State","USA","1995","1","17","  -0.4","2003","SG","29","55"," 0","  20.5","  2.5","  6.0","  0.5","  1.5","  1.9","  4.4","  1.9","  2.7"," 1.1","  2.0","  3.0","  3.2"," 0.8"," 0.0","  1.5","  2.0","  7.3"," 1.6","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.416666666667","0.431818181818","0.458333333333","0.333333333333","0.70370370370"
"7393","Tariq Abdul-Wahad"," 5625000","DAL","6'6","225","San Jose State","France","1997","1","11","   4.5","2003","SG","28","14"," 0","  14.6","  1.9","  4.1","  0.0","  0.1","  1.9","  4.1","  0.2","  0.4"," 1.0","  1.9","  2.9","  1.5"," 0.4"," 0.2","  0.5","  1.9","  4.1"," 1.6","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.463414634146","0.463414634146","0.463414634146","0.000000000000","0.50000000000"
"7394","Peja Stojakovic"," 5625000","SAC","6'10""","229","None","Serbia and Mo...","1996","1","14","   8.3","2003","SF","25","72","72","  34.0","  6.9"," 14.4","  2.2","  5.6","  4.8","  8.7","  3.2","  3.7"," 0.8","  4.7","  5.5","  2.0"," 1.0"," 0.1","  1.4","  2.0"," 19.2"," 1.6","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.479166666667","0.551724137931","0.555555555556","0.392857142857","0.86486486486"
"7395","Charlie Ward"," 5570000","NYK","6'2""","185","Florida State","USA","1994","1","26","   2.7","2003","PG","32","66"," 6","  22.2","  2.5","  6.3","  1.5","  4.0","  1.0","  2.2","  0.6","  0.8"," 0.4","  2.3","  2.7","  4.6"," 1.2"," 0.2","  1.4","  2.2","  7.2"," 1.6","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.396825396825","0.454545454545","0.515873015873","0.375000000000","0.75000000000"
"7396","Jason Williams"," 5500000","MEM","6'1""","190","Florida","USA","1998","1","7","  -3.0","2003","PG","27","76","76","  31.7","  4.4"," 11.3","  1.9","  5.3","  2.5","  6.0","  1.4","  1.7"," 0.3","  2.5","  2.8","  8.3"," 1.2"," 0.1","  2.2","  1.7"," 12.1"," 1.6","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.389380530973","0.416666666667","0.473451327434","0.358490566038","0.82352941176"
"7397","Michael Dickerson"," 5500000","MEM","6'5""","190","Arizona","USA","1998","1","14","  -7.1","2003","SG","27"," 6"," 1","  14.5","  1.7","  4.0","  0.7","  1.8","  1.0","  2.2","  0.8","  0.8"," 0.2","  0.8","  1.0","  1.3"," 0.8"," 0.2","  1.0","  2.7","  4.8"," 1.6","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.425000000000","0.454545454545","0.512500000000","0.388888888889","1.00000000000"
"7398","Alvin Williams"," 5350000","TOR","6'5""","185","Villanova","USA","1997","2","47","  -5.0","2003","PG","28","78","78","  33.8","  5.1"," 11.6","  0.6","  1.9","  4.5","  9.7","  2.4","  3.1"," 0.7","  2.4","  3.1","  5.3"," 1.4"," 0.3","  1.6","  2.2"," 13.2"," 1.6","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.439655172414","0.463917525773","0.465517241379","0.315789473684","0.77419354839"
"7399","Howard Eisley"," 5312500","NYK","6'2""","180","Boston College","USA","1994","2","30","  -1.4","2003","PG","30","82","76","  27.4","  3.2","  7.7","  1.6","  4.1","  1.6","  3.5","  1.1","  1.3"," 0.3","  2.0","  2.3","  5.4"," 0.9"," 0.1","  1.8","  2.7","  9.1"," 1.6","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.415584415584","0.457142857143","0.519480519481","0.390243902439","0.84615384615"
"7400","Robert Horry"," 5300000","LAL","6'10""","238","Alabama","USA","1992","1","11","   4.1","2003","PF","32","80","26","  29.3","  2.3","  6.0","  0.6","  2.2","  1.7","  3.7","  1.3","  1.7"," 2.3","  4.2","  6.4","  2.9"," 1.2"," 0.8","  1.4","  3.1","  6.5"," 1.6","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.383333333333","0.459459459459","0.433333333333","0.272727272727","0.76470588235"
"7401","Jason Caffey"," 5250000","MIL","6'8""","256","Alabama","USA","1995","1","20","  -1.4","2003","PF","29","51","16","  17.5","  2.2","  4.9","  0.0","  0.0","  2.2","  4.9","  1.4","  2.1"," 1.3","  2.1","  3.5","  0.7"," 0.4"," 0.3","  1.1","  2.4","  5.8"," 1.6","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.448979591837","0.448979591837","0.448979591837","           NaN","0.66666666667"
"7402","Jerome Williams"," 5250000","TOR","6'9""","206","Georgetown","USA","1996","1","26","  -3.8","2003","PF","29","71","63","  33.0","  3.8","  7.5","  0.0","  0.1","  3.7","  7.5","  2.2","  4.0"," 3.3","  5.9","  9.2","  1.3"," 1.6"," 0.4","  1.4","  2.8","  9.7"," 1.6","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.506666666667","0.493333333333","0.506666666667","0.000000000000","0.55000000000"
"7403","Vitaly Potapenko"," 5238750","SEA","6'10""","285","Wright State","Ukraine","1996","1","12","  -7.6","2003","C","27","26"," 2","  15.5","  1.6","  3.6","  0.0","  0.0","  1.6","  3.6","  0.8","  1.1"," 1.0","  2.5","  3.4","  0.2"," 0.3"," 0.3","  1.0","  1.8","  4.0"," 1.6","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.444444444444","0.444444444444","0.444444444444","           NaN","0.72727272727"
"7404","Ben Wallace"," 5200000","DET","6'9""","240","Virginia Union","USA","Undrafted","Undrafted","Undrafted","   4.2","2003","C","28","73","73","  39.4","  2.9","  6.0","  0.0","  0.1","  2.9","  5.9","  1.2","  2.6"," 4.0"," 11.4"," 15.4","  1.6"," 1.4"," 3.2","  1.2","  2.5","  6.9"," 1.6","NO","NO","NO","YES","NO","NO","NO","YES","NO","NO","YES","NO","0.483333333333","0.491525423729","0.483333333333","0.000000000000","0.46153846154"
"7405","Donyell Marshall"," 5186542","CHI","6'9""","230","Connecticut","USA","1994","1","4","  -4.9","2003","PF","29","78","53","  30.5","  5.4"," 11.8","  0.4","  1.1","  5.0"," 10.7","  2.1","  2.8"," 3.0","  6.0","  9.0","  1.8"," 1.2"," 1.1","  1.7","  3.0"," 13.4"," 1.6","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.457627118644","0.467289719626","0.474576271186","0.363636363636","0.75000000000"
"7406","Christian Laettner"," 5062500","WAS","6'11""","245","Duke","USA","1992","1","3","  -0.2","2003","PF","33","76","66","  29.1","  3.4","  6.8","  0.0","  0.2","  3.3","  6.6","  1.6","  1.9"," 1.5","  5.1","  6.6","  3.1"," 1.1"," 0.5","  1.1","  2.7","  8.3"," 1.6","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.500000000000","0.500000000000","0.500000000000","0.000000000000","0.84210526316"
"7407","Al Harrington"," 5060000","IND","6'9""","250","None","USA","1998","1","25","   3.5","2003","SF","22","82","37","  30.1","  4.7"," 10.9","  0.2","  0.6","  4.6"," 10.4","  2.6","  3.3"," 1.9","  4.3","  6.2","  1.5"," 0.9"," 0.4","  2.0","  3.4"," 12.2"," 1.6","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.431192660550","0.442307692308","0.440366972477","0.333333333333","0.78787878788"
"7408","Brent Barry"," 5040000","SEA","6'6","203","Oregon State","USA","1995","1","15","   0.4","2003","SG","31","75","68","  33.1","  3.5","  7.7","  1.6","  3.9","  1.9","  3.8","  1.7","  2.1"," 0.6","  3.4","  4.0","  5.1"," 1.5"," 0.2","  1.9","  2.7"," 10.3"," 1.6","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.454545454545","0.500000000000","0.558441558442","0.410256410256","0.80952380952"
